0,1,2,3,4,5,6,7,8,9,10
other vegetables,finished products,beef,whole milk,chocolate,sugar,,,,,
shopping bags,whole milk,,,,,,,,,
canned fish,white bread,,,,,,,,,
whole milk,sugar,,,,,,,,,
pip fruit,berries,other vegetables,bottled water,,,,,,,
whole milk,pot plants,domestic eggs,,,,,,,,
chocolate marshmallow,salt,,,,,,,,,
whipped/sour cream,whole milk,cream cheese ,napkins,,,,,,,
photo/film,grapes,,,,,,,,,
dessert,domestic eggs,,,,,,,,,
butter,onions,butter milk,,,,,,,,
sausage,white bread,candles,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
pastry,margarine,pastry,pastry,,,,,,,
chicken,domestic eggs,white bread,,,,,,,,
pork,citrus fruit,,,,,,,,,
root vegetables,soups,decalcifier,,,,,,,,
soda,yogurt,sliced cheese,,,,,,,,
white wine,cat food,,,,,,,,,
soda,specialty bar,,,,,,,,,
frozen vegetables,bottled water,,,,,,,,,
oil,soda,sliced cheese,,,,,,,,
sausage,dessert,,,,,,,,,
hard cheese,white wine,,,,,,,,,
citrus fruit,hard cheese,,,,,,,,,
pasta,mustard,syrup,,,,,,,,
sugar,fruit/vegetable juice,,,,,,,,,
whole milk,onions,,,,,,,,,
misc. beverages,fruit/vegetable juice,,,,,,,,,
fruit/vegetable juice,canned beer,,,,,,,,,
hygiene articles,cling film/bags,,,,,,,,,
rum,rolls/buns,,,,,,,,,
other vegetables,margarine,,,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
pastry,brown bread,,,,,,,,,
other vegetables,margarine,,,,,,,,,
soft cheese,butter milk,shopping bags,,,,,,,,
coffee,soda,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
cat food,coffee,,,,,,,,,
soups,white bread,other vegetables,,,,,,,,
tropical fruit,frozen meals,,,,,,,,,
sausage,tropical fruit,misc. beverages,root vegetables,,,,,,,
pip fruit,bottled beer,,,,,,,,,
butter,misc. beverages,shopping bags,,,,,,,,
coffee,whole milk,,,,,,,,,
soda,snack products,,,,,,,,,
condensed milk,onions,coffee,candy,,,,,,,
meat,pasta,baking powder,,,,,,,,
pork,cream cheese ,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
hard cheese,sweet spreads,,,,,,,,,
white bread,brown bread,,,,,,,,,
bottled water,coffee,sugar,bottled water,,,,,,,
other vegetables,margarine,,,,,,,,,
bottled water,shopping bags,brown bread,,,,,,,,
coffee,sausage,salt,white wine,,,,,,,
organic sausage,other vegetables,hard cheese,bottled water,,,,,,,
beef,hard cheese,,,,,,,,,
citrus fruit,white bread,processed cheese,,,,,,,,
whipped/sour cream,pip fruit,,,,,,,,,
pastry,root vegetables,,,,,,,,,
sausage,whole milk,,,,,,,,,
margarine,processed cheese,,,,,,,,,
other vegetables,soda,,,,,,,,,
hygiene articles,dessert,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
sausage,meat,tropical fruit,butter,,,,,,,
chocolate,ice cream,,,,,,,,,
rolls/buns,berries,,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
soda,tropical fruit,,,,,,,,,
citrus fruit,pork,root vegetables,dishes,curd,rolls/buns,candy,yogurt,,,
other vegetables,white bread,,,,,,,,,
chicken,whole milk,,,,,,,,,
rice,margarine,,,,,,,,,
dental care,soda,,,,,,,,,
soda,yogurt,,,,,,,,,
tropical fruit,chewing gum,,,,,,,,,
turkey,rolls/buns,,,,,,,,,
root vegetables,processed cheese,yogurt,,,,,,,,
meat,nuts/prunes,,,,,,,,,
berries,curd,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
herbs,root vegetables,,,,,,,,,
ice cream,oil,,,,,,,,,
soups,specialty cheese,,,,,,,,,
root vegetables,butter,,,,,,,,,
ham,bottled beer,,,,,,,,,
ham,root vegetables,newspapers,other vegetables,,,,,,,
beef,butter milk,,,,,,,,,
whole milk,finished products,beef,,,,,,,,
canned beer,onions,,,,,,,,,
citrus fruit,beef,,,,,,,,,
canned beer,pip fruit,sugar,,,,,,,,
shopping bags,chocolate,,,,,,,,,
sausage,cat food,,,,,,,,,
pip fruit,chocolate marshmallow,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
rolls/buns,shopping bags,whole milk,,,,,,,,
other vegetables,brown bread,,,,,,,,,
soda,candy,,,,,,,,,
butter,newspapers,,,,,,,,,
bottled beer,soda,hygiene articles,chicken,whole milk,whole milk,canned beer,curd,soda,,
ham,ice cream,,,,,,,,,
curd,chocolate marshmallow,,,,,,,,,
tropical fruit,white wine,oil,,,,,,,,
soda,canned beer,white bread,berries,,,,,,,
frankfurter,salty snack,house keeping products,,,,,,,,
coffee,frankfurter,frankfurter,bottled beer,butter,margarine,sugar,brown bread,soda,,
whipped/sour cream,curd,,,,,,,,,
citrus fruit,candy,bottled water,rolls/buns,,,,,,,
ham,candy,,,,,,,,,
spread cheese,cooking chocolate,,,,,,,,,
bottled water,frozen vegetables,,,,,,,,,
photo/film,onions,,,,,,,,,
specialty chocolate,onions,,,,,,,,,
newspapers,cat food,,,,,,,,,
dessert,herbs,waffles,,,,,,,,
ham,pickled vegetables,,,,,,,,,
bottled beer,pasta,,,,,,,,,
pork,whipped/sour cream,,,,,,,,,
hard cheese,waffles,,,,,,,,,
brown bread,pasta,,,,,,,,,
frankfurter,UHT-milk,,,,,,,,,
pip fruit,flour,other vegetables,,,,,,,,
whole milk,bottled beer,frozen vegetables,,,,,,,,
other vegetables,whole milk,,,,,,,,,
chewing gum,sugar,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
berries,UHT-milk,cream cheese ,,,,,,,,
misc. beverages,white bread,,,,,,,,,
bottled beer,hygiene articles,,,,,,,,,
canned fruit,whipped/sour cream,,,,,,,,,
pip fruit,brown bread,,,,,,,,,
frankfurter,coffee,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
organic products,root vegetables,,,,,,,,,
tropical fruit,domestic eggs,candy,sugar,,,,,,,
pastry,baking powder,mustard,,,,,,,,
butter,specialty bar,,,,,,,,,
root vegetables,citrus fruit,other vegetables,pork,herbs,,,,,,
root vegetables,frozen meals,shopping bags,margarine,,,,,,,
instant coffee,chewing gum,,,,,,,,,
coffee,pot plants,,,,,,,,,
sausage,rolls/buns,pickled vegetables,,,,,,,,
root vegetables,onions,,,,,,,,,
brown bread,bottled water,domestic eggs,,,,,,,,
tropical fruit,curd,brown bread,pastry,,,,,,,
canned beer,yogurt,,,,,,,,,
bottled water,grapes,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
whole milk,hair spray,butter,pastry,,,,,,,
newspapers,roll products ,,,,,,,,,
butter milk,rolls/buns,,,,,,,,,
citrus fruit,berries,,,,,,,,,
root vegetables,ham,,,,,,,,,
soda,brown bread,,,,,,,,,
sausage,curd,bottled water,frozen meals,,,,,,,
sausage,curd cheese,,,,,,,,,
pip fruit,frozen vegetables,whipped/sour cream,whipped/sour cream,,,,,,,
hard cheese,yogurt,,,,,,,,,
canned beer,pork,,,,,,,,,
root vegetables,sugar,,,,,,,,,
chicken,herbs,soda,,,,,,,,
grapes,butter,,,,,,,,,
liquor,dessert,waffles,,,,,,,,
domestic eggs,waffles,coffee,shopping bags,,,,,,,
flour,dessert,,,,,,,,,
whole milk,organic sausage,specialty bar,yogurt,,,,,,,
finished products,rolls/buns,,,,,,,,,
yogurt,margarine,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
other vegetables,whole milk,soda,oil,pastry,fruit/vegetable juice,newspapers,,,,
frankfurter,pip fruit,rolls/buns,onions,,,,,,,
oil,soda,,,,,,,,,
beverages,margarine,napkins,napkins,,,,,,,
pip fruit,whole milk,bottled water,,,,,,,,
sausage,specialty fat,,,,,,,,,
coffee,butter milk,,,,,,,,,
sausage,packaged fruit/vegetables,,,,,,,,,
beef,citrus fruit,pastry,,,,,,,,
sliced cheese,skin care,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
onions,other vegetables,,,,,,,,,
canned fish,coffee,,,,,,,,,
frankfurter,sliced cheese,butter,,,,,,,,
onions,sliced cheese,,,,,,,,,
canned beer,liquor,onions,chocolate,,,,,,,
domestic eggs,specialty fat,,,,,,,,,
ice cream,soda,,,,,,,,,
curd,sliced cheese,frozen fish,,,,,,,,
ham,root vegetables,margarine,whipped/sour cream,,,,,,,
frankfurter,other vegetables,,,,,,,,,
hamburger meat,root vegetables,other vegetables,whole milk,,,,,,,
zwieback,sausage,whole milk,soda,canned beer,hygiene articles,,,,,
yogurt,bottled beer,rolls/buns,yogurt,sugar,,,,,,
grapes,processed cheese,,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
bottled water,butter,waffles,,,,,,,,
pastry,soda,pastry,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
hygiene articles,root vegetables,soda,pastry,,,,,,,
fruit/vegetable juice,vinegar,,,,,,,,,
pork,processed cheese,,,,,,,,,
beverages,sugar,,,,,,,,,
rolls/buns,sugar,butter,,,,,,,,
whole milk,bottled beer,,,,,,,,,
cling film/bags,domestic eggs,domestic eggs,,,,,,,,
oil,cream cheese ,white bread,,,,,,,,
dessert,berries,newspapers,onions,,,,,,,
beef,tropical fruit,,,,,,,,,
beef,butter,chocolate,frozen meals,napkins,margarine,,,,,
berries,white bread,,,,,,,,,
other vegetables,candy,,,,,,,,,
soda,sausage,root vegetables,pork,whole milk,vinegar,other vegetables,domestic eggs,shopping bags,,
other vegetables,whipped/sour cream,salty snack,,,,,,,,
misc. beverages,pet care,,,,,,,,,
beef,whole milk,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
rolls/buns,tropical fruit,seasonal products,fruit/vegetable juice,,,,,,,
rolls/buns,oil,,,,,,,,,
berries,dessert,dessert,,,,,,,,
beef,whole milk,candy,,,,,,,,
root vegetables,whole milk,zwieback,,,,,,,,
light bulbs,whipped/sour cream,,,,,,,,,
processed cheese,roll products ,,,,,,,,,
sausage,pasta,,,,,,,,,
yogurt,soda,,,,,,,,,
canned beer,root vegetables,hard cheese,specialty cheese,,,,,,,
yogurt,other vegetables,,,,,,,,,
mustard,salt,,,,,,,,,
citrus fruit,flower (seeds),domestic eggs,,,,,,,,
rolls/buns,soft cheese,fruit/vegetable juice,,,,,,,,
coffee,napkins,,,,,,,,,
frankfurter,hamburger meat,,,,,,,,,
tropical fruit,sausage,tropical fruit,detergent,butter,newspapers,,,,,
citrus fruit,frozen vegetables,,,,,,,,,
yogurt,pip fruit,,,,,,,,,
cream cheese ,bottled water,rolls/buns,,,,,,,,
tropical fruit,specialty chocolate,,,,,,,,,
pip fruit,rolls/buns,yogurt,,,,,,,,
ham,chocolate,,,,,,,,,
frozen fish,whole milk,,,,,,,,,
berries,rolls/buns,,,,,,,,,
spread cheese,cream cheese ,shopping bags,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
white wine,Instant food products,,,,,,,,,
pet care,whole milk,,,,,,,,,
frankfurter,cream cheese ,,,,,,,,,
yogurt,curd,pastry,,,,,,,,
pip fruit,yogurt,,,,,,,,,
hamburger meat,soft cheese,,,,,,,,,
sweet spreads,white wine,,,,,,,,,
beef,whole milk,,,,,,,,,
frankfurter,brown bread,,,,,,,,,
whole milk,onions,,,,,,,,,
white bread,canned beer,,,,,,,,,
onions,rolls/buns,,,,,,,,,
sausage,whole milk,,,,,,,,,
yogurt,newspapers,,,,,,,,,
pork,hard cheese,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
canned beer,margarine,white bread,,,,,,,,
hamburger meat,candy,,,,,,,,,
misc. beverages,rolls/buns,frozen vegetables,beverages,condensed milk,,,,,,
sausage,frozen meals,soda,,,,,,,,
whole milk,shopping bags,newspapers,,,,,,,,
beef,canned beer,pastry,whole milk,,,,,,,
whole milk,whole milk,ham,pip fruit,hard cheese,frozen fish,shopping bags,pot plants,,,
beef,frozen fish,whole milk,,,,,,,,
pork,canned beer,specialty bar,,,,,,,,
bottled beer,hard cheese,,,,,,,,,
flour,brown bread,,,,,,,,,
margarine,citrus fruit,oil,,,,,,,,
tropical fruit,other vegetables,berries,butter,,,,,,,
margarine,brown bread,,,,,,,,,
curd,butter,,,,,,,,,
sausage,beverages,,,,,,,,,
pork,rolls/buns,roll products ,,,,,,,,
ham,meat,,,,,,,,,
bottled water,sugar,candy,,,,,,,,
beef,brown bread,frozen fish,,,,,,,,
other vegetables,citrus fruit,,,,,,,,,
grapes,shopping bags,artif. sweetener,,,,,,,,
hamburger meat,dish cleaner,,,,,,,,,
margarine,liquor,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
other vegetables,soft cheese,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
root vegetables,butter milk,,,,,,,,,
root vegetables,sausage,brown bread,UHT-milk,sliced cheese,frozen vegetables,white bread,,,,
onions,butter,soups,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
tropical fruit,whole milk,dish cleaner,yogurt,newspapers,,,,,,
sausage,specialty bar,,,,,,,,,
sausage,sliced cheese,ice cream,long life bakery product,,,,,,,
other vegetables,whole milk,,,,,,,,,
whole milk,hamburger meat,roll products ,,,,,,,,
sausage,root vegetables,,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
curd,cream cheese ,domestic eggs,,,,,,,,
processed cheese,salty snack,,,,,,,,,
semi-finished bread,whole milk,,,,,,,,,
bottled water,whole milk,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
whole milk,newspapers,,,,,,,,,
sausage,salad dressing,,,,,,,,,
tropical fruit,sausage,beef,yogurt,long life bakery product,yogurt,cream cheese ,processed cheese,,,
canned fish,whole milk,,,,,,,,,
frankfurter,soda,,,,,,,,,
whole milk,kitchen towels,,,,,,,,,
whole milk,salty snack,margarine,,,,,,,,
canned beer,chocolate,,,,,,,,,
other vegetables,pot plants,yogurt,salty snack,,,,,,,
sausage,yogurt,,,,,,,,,
canned fish,bottled water,rolls/buns,,,,,,,,
rolls/buns,fruit/vegetable juice,frozen vegetables,whipped/sour cream,,,,,,,
citrus fruit,soda,,,,,,,,,
oil,bottled water,oil,,,,,,,,
coffee,hard cheese,domestic eggs,,,,,,,,
hard cheese,white wine,,,,,,,,,
napkins,coffee,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
mustard,brown bread,,,,,,,,,
canned beer,canned beer,,,,,,,,,
bottled water,domestic eggs,,,,,,,,,
root vegetables,pastry,specialty chocolate,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
chicken,root vegetables,yogurt,,,,,,,,
tropical fruit,cookware,whole milk,oil,,,,,,,
brown bread,soda,butter,shopping bags,,,,,,,
yogurt,pastry,,,,,,,,,
UHT-milk,other vegetables,cake bar,,,,,,,,
pastry,beverages,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
cat food,roll products ,,,,,,,,,
whole milk,chocolate,,,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
frankfurter,dessert,pet care,soda,whipped/sour cream,,,,,,
yogurt,rolls/buns,,,,,,,,,
soda,other vegetables,,,,,,,,,
sliced cheese,other vegetables,,,,,,,,,
tropical fruit,berries,beef,butter milk,yogurt,sliced cheese,,,,,
chicken,curd,,,,,,,,,
tropical fruit,butter milk,,,,,,,,,
frozen fish,margarine,,,,,,,,,
berries,whipped/sour cream,bottled water,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
onions,ice cream,soda,sliced cheese,,,,,,,
other vegetables,canned beer,,,,,,,,,
turkey,curd,sugar,,,,,,,,
whole milk,root vegetables,newspapers,,,,,,,,
bottled water,frozen meals,,,,,,,,,
sausage,whipped/sour cream,specialty bar,,,,,,,,
citrus fruit,instant coffee,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
brown bread,domestic eggs,,,,,,,,,
onions,bottled water,pastry,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
bottled water,butter milk,,,,,,,,,
brown bread,yogurt,,,,,,,,,
rolls/buns,UHT-milk,,,,,,,,,
meat spreads,shopping bags,,,,,,,,,
shopping bags,white bread,ice cream,,,,,,,,
hamburger meat,brown bread,chewing gum,,,,,,,,
pastry,root vegetables,,,,,,,,,
brown bread,waffles,,,,,,,,,
mayonnaise,salt,bottled water,,,,,,,,
canned beer,hygiene articles,pork,soft cheese,bottled beer,rolls/buns,chocolate marshmallow,,,,
berries,pip fruit,pastry,,,,,,,,
root vegetables,whole milk,bottled water,canned vegetables,,,,,,,
meat,coffee,,,,,,,,,
oil,brown bread,oil,seasonal products,,,,,,,
yogurt,shopping bags,,,,,,,,,
dishes,bottled water,spread cheese,sugar,,,,,,,
tropical fruit,margarine,,,,,,,,,
citrus fruit,ham,,,,,,,,,
root vegetables,curd,,,,,,,,,
soda,soft cheese,,,,,,,,,
flour,pastry,,,,,,,,,
butter milk,specialty fat,,,,,,,,,
chewing gum,yogurt,,,,,,,,,
pork,coffee,frozen vegetables,,,,,,,,
canned beer,turkey,pastry,bottled water,butter,,,,,,
frozen meals,rolls/buns,canned beer,coffee,soda,,,,,,
brown bread,bottled water,,,,,,,,,
pip fruit,whole milk,rolls/buns,,,,,,,,
tropical fruit,soda,canned vegetables,,,,,,,,
newspapers,hard cheese,,,,,,,,,
citrus fruit,dessert,,,,,,,,,
rolls/buns,rum,,,,,,,,,
turkey,photo/film,mayonnaise,,,,,,,,
beef,whole milk,,,,,,,,,
whole milk,whole milk,,,,,,,,,
chewing gum,other vegetables,specialty bar,,,,,,,,
whole milk,pip fruit,,,,,,,,,
pet care,snack products,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
sausage,whole milk,,,,,,,,,
sausage,whole milk,cake bar,,,,,,,,
shopping bags,soda,soups,,,,,,,,
beef,other vegetables,,,,,,,,,
soda,curd,sliced cheese,,,,,,,,
soda,instant coffee,,,,,,,,,
sausage,curd,,,,,,,,,
misc. beverages,processed cheese,,,,,,,,,
other vegetables,chewing gum,soft cheese,,,,,,,,
whole milk,onions,,,,,,,,,
canned beer,curd,,,,,,,,,
sausage,root vegetables,brown bread,,,,,,,,
pork,whole milk,,,,,,,,,
butter,chewing gum,,,,,,,,,
canned beer,root vegetables,,,,,,,,,
pastry,curd,bottled beer,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
whipped/sour cream,waffles,,,,,,,,,
sliced cheese,brown bread,roll products ,,,,,,,,
frankfurter,herbs,,,,,,,,,
soda,instant coffee,,,,,,,,,
bottled beer,fruit/vegetable juice,fruit/vegetable juice,,,,,,,,
ice cream,specialty chocolate,,,,,,,,,
long life bakery product,fruit/vegetable juice,,,,,,,,,
ham,pickled vegetables,,,,,,,,,
root vegetables,grapes,brandy,pickled vegetables,pastry,,,,,,
soda,liquor (appetizer),,,,,,,,,
candy,citrus fruit,pasta,soda,,,,,,,
rolls/buns,napkins,ice cream,nut snack,,,,,,,
butter,coffee,,,,,,,,,
coffee,sugar,,,,,,,,,
soda,rolls/buns,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
tropical fruit,white wine,,,,,,,,,
sweet spreads,male cosmetics,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
whole milk,pip fruit,softener,,,,,,,,
curd,soft cheese,,,,,,,,,
other vegetables,beef,,,,,,,,,
pork,bottled beer,whole milk,margarine,,,,,,,
whole milk,bottled beer,,,,,,,,,
sausage,cream cheese ,,,,,,,,,
specialty fat,other vegetables,white wine,,,,,,,,
root vegetables,frozen dessert,beverages,,,,,,,,
other vegetables,margarine,other vegetables,,,,,,,,
pork,frozen meals,,,,,,,,,
canned beer,other vegetables,yogurt,,,,,,,,
citrus fruit,yogurt,citrus fruit,sausage,hard cheese,napkins,margarine,cream cheese ,,,
tropical fruit,yogurt,curd,margarine,,,,,,,
white wine,whole milk,,,,,,,,,
yogurt,pastry,,,,,,,,,
sausage,pastry,ice cream,,,,,,,,
beef,specialty fat,newspapers,,,,,,,,
sausage,yogurt,,,,,,,,,
frankfurter,margarine,frozen vegetables,,,,,,,,
domestic eggs,tropical fruit,,,,,,,,,
pork,bottled water,bottled water,,,,,,,,
berries,ham,,,,,,,,,
beverages,sliced cheese,semi-finished bread,,,,,,,,
specialty cheese,brown bread,margarine,,,,,,,,
sausage,tea,,,,,,,,,
pip fruit,berries,,,,,,,,,
frankfurter,napkins,,,,,,,,,
brown bread,rolls/buns,cat food,pastry,,,,,,,
rolls/buns,yogurt,,,,,,,,,
flour,sugar,,,,,,,,,
soda,citrus fruit,,,,,,,,,
root vegetables,UHT-milk,,,,,,,,,
bottled water,brown bread,,,,,,,,,
pastry,semi-finished bread,dishes,napkins,,,,,,,
bottled beer,shopping bags,soda,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
ice cream,dog food,,,,,,,,,
whole milk,bottled water,,,,,,,,,
dessert,napkins,,,,,,,,,
specialty chocolate,sugar,domestic eggs,,,,,,,,
sausage,yogurt,,,,,,,,,
other vegetables,specialty bar,long life bakery product,,,,,,,,
whipped/sour cream,domestic eggs,,,,,,,,,
other vegetables,soda,,,,,,,,,
berries,condensed milk,whipped/sour cream,,,,,,,,
pork,soft cheese,rolls/buns,butter milk,butter,,,,,,
pork,bottled water,,,,,,,,,
root vegetables,grapes,,,,,,,,,
soda,whole milk,,,,,,,,,
onions,canned beer,,,,,,,,,
tidbits,berries,,,,,,,,,
pip fruit,cake bar,,,,,,,,,
tropical fruit,sugar,,,,,,,,,
other vegetables,frozen fish,,,,,,,,,
detergent,butter,,,,,,,,,
whole milk,pip fruit,,,,,,,,,
pork,newspapers,napkins,,,,,,,,
whipped/sour cream,fruit/vegetable juice,,,,,,,,,
soft cheese,long life bakery product,,,,,,,,,
frozen meals,other vegetables,,,,,,,,,
tropical fruit,frozen fish,chewing gum,newspapers,,,,,,,
rolls/buns,nuts/prunes,pastry,fruit/vegetable juice,,,,,,,
turkey,soda,rolls/buns,,,,,,,,
newspapers,pip fruit,dishes,,,,,,,,
chicken,flower (seeds),,,,,,,,,
frozen vegetables,canned beer,,,,,,,,,
spread cheese,specialty chocolate,sugar,,,,,,,,
pot plants,chicken,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
curd,whole milk,pet care,,,,,,,,
instant coffee,butter,,,,,,,,,
tropical fruit,mayonnaise,other vegetables,meat,roll products ,napkins,frozen meals,newspapers,,,
pork,rolls/buns,,,,,,,,,
root vegetables,salt,,,,,,,,,
chicken,pip fruit,,,,,,,,,
rolls/buns,specialty chocolate,,,,,,,,,
tropical fruit,curd,,,,,,,,,
rolls/buns,ice cream,,,,,,,,,
butter,whole milk,,,,,,,,,
specialty bar,rolls/buns,processed cheese,,,,,,,,
citrus fruit,pip fruit,,,,,,,,,
soda,napkins,,,,,,,,,
meat,whole milk,,,,,,,,,
specialty bar,margarine,,,,,,,,,
canned beer,napkins,,,,,,,,,
tropical fruit,meat,other vegetables,domestic eggs,baking powder,,,,,,
hamburger meat,citrus fruit,whole milk,specialty bar,,,,,,,
frankfurter,whole milk,whole milk,,,,,,,,
pip fruit,pastry,,,,,,,,,
finished products,margarine,whipped/sour cream,,,,,,,,
white wine,bottled water,,,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,,
specialty bar,domestic eggs,,,,,,,,,
whole milk,other vegetables,newspapers,,,,,,,,
beef,frankfurter,chewing gum,margarine,chewing gum,detergent,,,,,
other vegetables,detergent,mayonnaise,dishes,,,,,,,
brown bread,rolls/buns,sliced cheese,,,,,,,,
rolls/buns,candy,onions,,,,,,,,
